"Plot Title: TO11-S6"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10163326, SEN S/N: 10163326)","Intensity, Lux (LGR S/N: 10163326, SEN S/N: 10163326)","Bad Battery (LGR S/N: 10163326)","Coupler Attached (LGR S/N: 10163326)","Host Connected (LGR S/N: 10163326)","Stopped (LGR S/N: 10163326)","End Of File (LGR S/N: 10163326)"
285,10/29/13 07:00:00 AM,1.656,0.0,,,,,
286,10/29/13 10:00:00 AM,2.088,226.0,,,,,
287,10/29/13 01:00:00 PM,4.102,236.8,,,,,
288,10/29/13 04:00:00 PM,5.037,183.0,,,,,
289,10/29/13 07:00:00 PM,4.207,0.0,,,,,
290,10/29/13 10:00:00 PM,3.155,0.0,,,,,
291,10/30/13 01:00:00 AM,2.303,0.0,,,,,
292,10/30/13 04:00:00 AM,1.980,0.0,,,,,
293,10/30/13 07:00:00 AM,2.088,0.0,,,,,
294,10/30/13 10:00:00 AM,2.730,258.3,,,,,
295,10/30/13 01:00:00 PM,6.064,1808.3,,,,,
296,10/30/13 04:00:00 PM,7.582,1894.5,,,,,
297,10/30/13 07:00:00 PM,6.471,0.0,,,,,
298,10/30/13 10:00:00 PM,5.962,0.0,,,,,
299,10/31/13 01:00:00 AM,5.860,0.0,,,,,
300,10/31/13 04:00:00 AM,5.962,0.0,,,,,
301,10/31/13 07:00:00 AM,6.674,0.0,,,,,
302,10/31/13 10:00:00 AM,7.481,505.9,,,,,
303,10/31/13 01:00:00 PM,8.978,3272.2,,,,,
304,10/31/13 04:00:00 PM,9.176,1162.5,,,,,
305,10/31/13 07:00:00 PM,8.182,0.0,,,,,
306,10/31/13 10:00:00 PM,7.582,0.0,,,,,
307,11/01/13 01:00:00 AM,5.757,0.0,,,,,
308,11/01/13 04:00:00 AM,4.831,0.0,,,,,
309,11/01/13 07:00:00 AM,4.207,0.0,,,,,
310,11/01/13 10:00:00 AM,5.141,215.3,,,,,
311,11/01/13 01:00:00 PM,6.370,236.8,,,,,
312,11/01/13 04:00:00 PM,9.077,1808.3,,,,,
313,11/01/13 07:00:00 PM,7.582,0.0,,,,,
314,11/01/13 10:00:00 PM,7.179,0.0,,,,,
315,11/02/13 01:00:00 AM,7.280,0.0,,,,,
316,11/02/13 04:00:00 AM,7.381,0.0,,,,,
317,11/02/13 07:00:00 AM,7.782,0.0,,,,,
318,11/02/13 10:00:00 AM,6.268,312.2,,,,,
319,11/02/13 01:00:00 PM,5.244,570.5,,,,,
320,11/02/13 04:00:00 PM,5.037,312.2,,,,,
321,11/02/13 07:00:00 PM,4.207,0.0,,,,,
322,11/02/13 10:00:00 PM,3.893,0.0,,,,,
323,11/03/13 01:00:00 AM,3.788,0.0,,,,,
324,11/03/13 04:00:00 AM,3.788,0.0,,,,,
325,11/03/13 07:00:00 AM,3.683,0.0,,,,,
326,11/03/13 10:00:00 AM,3.893,839.6,,,,,
327,11/03/13 01:00:00 PM,4.727,2152.8,,,,,
328,11/03/13 04:00:00 PM,4.519,247.6,,,,,
329,11/03/13 07:00:00 PM,3.683,0.0,,,,,
330,11/03/13 10:00:00 PM,3.472,0.0,,,,,
331,11/04/13 01:00:00 AM,3.261,0.0,,,,,
332,11/04/13 04:00:00 AM,2.517,0.0,,,,,
333,11/04/13 07:00:00 AM,1.003,0.0,,,,,
334,11/04/13 10:00:00 AM,0.784,215.3,,,,,
335,11/04/13 01:00:00 PM,1.221,387.5,,,,,
336,11/04/13 04:00:00 PM,3.155,1550.0,,,,,
337,11/04/13 07:00:00 PM,3.155,0.0,,,,,
338,11/04/13 10:00:00 PM,3.261,0.0,,,,,
339,11/05/13 01:00:00 AM,3.578,0.0,,,,,
340,11/05/13 04:00:00 AM,4.311,0.0,,,,,
341,11/05/13 07:00:00 AM,4.727,0.0,,,,,
342,11/05/13 10:00:00 AM,5.962,2152.8,,,,,
343,11/05/13 01:00:00 PM,7.682,2325.0,,,,,
344,11/05/13 04:00:00 PM,6.775,236.8,,,,,
345,11/05/13 07:00:00 PM,5.757,0.0,,,,,
346,11/05/13 10:00:00 PM,4.934,0.0,,,,,
347,11/06/13 01:00:00 AM,4.519,0.0,,,,,
348,11/06/13 04:00:00 AM,3.049,0.0,,,,,
349,11/06/13 07:00:00 AM,3.155,0.0,,,,,
350,11/06/13 10:00:00 AM,4.207,1248.6,,,,,
351,11/06/13 01:00:00 PM,6.674,3272.2,,,,,
352,11/06/13 04:00:00 PM,6.978,731.9,,,,,
353,11/06/13 07:00:00 PM,6.064,0.0,,,,,
354,11/06/13 10:00:00 PM,5.962,0.0,,,,,
355,11/07/13 01:00:00 AM,6.674,0.0,,,,,
356,11/07/13 04:00:00 AM,6.978,0.0,,,,,
357,11/07/13 07:00:00 AM,7.481,0.0,,,,,
358,11/07/13 10:00:00 AM,7.682,64.6,,,,,
359,11/07/13 01:00:00 PM,5.860,1324.0,,,,,
360,11/07/13 04:00:00 PM,5.244,183.0,,,,,
361,11/07/13 07:00:00 PM,5.244,0.0,,,,,
362,11/07/13 10:00:00 PM,5.655,0.0,,,,,
363,11/08/13 01:00:00 AM,5.347,0.0,,,,,
364,11/08/13 04:00:00 AM,4.831,0.0,,,,,
365,11/08/13 07:00:00 AM,4.519,0.0,,,,,
366,11/08/13 10:00:00 AM,5.141,1334.7,,,,,
367,11/08/13 01:00:00 PM,6.674,3444.5,,,,,
368,11/08/13 04:00:00 PM,5.757,570.5,,,,,
369,11/08/13 07:00:00 PM,4.415,0.0,,,,,
370,11/08/13 10:00:00 PM,3.261,0.0,,,,,
371,11/09/13 01:00:00 AM,2.730,0.0,,,,,
372,11/09/13 04:00:00 AM,2.195,0.0,,,,,
373,11/09/13 07:00:00 AM,2.195,0.0,,,,,
